,title,tags,movie_id
493,A Beautiful Mind,"at princeton university, john nash struggl make worthwhil contribut serv hi legaci world mathematics. he final make revolutionari breakthrough that will eventu earn nobel prize. after graduat school he turn teaching, becom romant involv with hi student alicia. meanwhil govern ask hi help with break soviet codes, which soon get involv terrifi conspiraci plot. nash grow more more paranoid until discoveri that turn hi entir world upsid down. now onli with alicia' help that he will abl recov hi mental strength regain hi statu great mathematician we know today.. drama romanc individu schizophrenia massachusett loveofone'slif intellig mathematician marketeconomi economictheori princetonunivers nobelpr mathematicaltheorem m.i.t. mathemat delus russellcrow edharri jenniferconnelli at princeton university, john nash struggl make worthwhil contribut serv hi legaci world mathematics. he final make revolutionari breakthrough that will eventu earn nobel prize. after graduat school he turn teaching, becom romant involv with hi student alicia. meanwhil govern ask hi help with break soviet codes, which soon get involv terrifi conspiraci plot. nash grow more more paranoid until discoveri that turn hi entir world upsid down. now onli with alicia' help that he will abl recov hi mental strength regain hi statu great mathematician we know today..",453
494,The Lion King,young lion cub name simba can't wait king. hi uncl crave titl for himself will stop at noth get it. famili anim drama lossofpar wildboar uncl shaman redempt king scar hyena meerkat jonathantaylorthoma matthewbroderick jamesearljon young lion cub name simba can't wait king. hi uncl crave titl for himself will stop at noth get it.,8587
495,Journey 2: The Mysterious Island,"sean anderson partner with hi mom' boyfriend mission find hi grandfather, who thought miss mythic island. adventur action sciencefict mission mysteriousisland missingperson duringcreditssting 3d dwaynejohnson joshhutcherson kristindavi sean anderson partner with hi mom' boyfriend mission find hi grandfather, who thought miss mythic island.",72545
496,Cloudy with a Chance of Meatballs 2,"after disastr food storm first film, flint hi friend are forc leav town. flint accept invit hi idol chester v join live corp company, which been task clean island, where best inventor world creat technolog for better mankind. when flint discov that hi machin still oper now creat mutant food beast like live pickles, hungri tacodiles, shrimpanze appl pie-thons, he hi friend must return save world. anim famili comedi inventor food scientist billhad annafari jamescaan after disastr food storm first film, flint hi friend are forc leav town. flint accept invit hi idol chester v join live corp company, which been task clean island, where best inventor world creat technolog for better mankind. when flint discov that hi machin still oper now creat mutant food beast like live pickles, hungri tacodiles, shrimpanze appl pie-thons, he hi friend must return save world.",109451
497,Red Dragon,"former fbi agent will graham, who wa onc almost kill by savag hannib 'the cannibal' lecter, now no choic face again, seem lecter onli one who can help graham track down new serial killer. crime thriller horror psychopath serialkil fbiagent anthonyhopkin edwardnorton ralphfienn former fbi agent will graham, who wa onc almost kill by savag hannib 'the cannibal' lecter, now no choic face again, seem lecter onli one who can help graham track down new serial killer.",9533
498,Hidalgo,"set 1890, thi stori poni express courier who travel arabia compet with hi horse, hidalgo, danger race for massiv contest prize, adventur that send pair around world... western adventur horserac hors racehors viggomortensen zuleikharobinson omarsharif set 1890, thi stori poni express courier who travel arabia compet with hi horse, hidalgo, danger race for massiv contest prize, adventur that send pair around world...",2023
499,Jack and Jill,"jack sadelstein, success advertis execut lo angel with beauti wife kids, dread one event each year: thanksgiv visit hi twin sister jill. jill' needi passive-aggress madden jack, turn hi normal tranquil life upsid down. comedi duringcreditssting adamsandl katieholm alpacino jack sadelstein, success advertis execut lo angel with beauti wife kids, dread one event each year: thanksgiv visit hi twin sister jill. jill' needi passive-aggress madden jack, turn hi normal tranquil life upsid down.",71880
500,2 Fast 2 Furious,"it' major double-cross when former polic offic brian o'conn team up with hi ex-con buddi roman pearc transport shipment ""dirty"" money for shadi miami-bas import-export dealer carter verone. guy are actual work with undercov agent monica fuent bring veron down. action crime thriller miami carrac sportscar losangel car automobilerac paulwalk tyresegibson evamend it' major double-cross when former polic offic brian o'conn team up with hi ex-con buddi roman pearc transport shipment ""dirty"" money for shadi miami-bas import-export dealer carter verone. guy are actual work with undercov agent monica fuent bring veron down.",584
501,The Little Prince,"base best-sel book 'the littl prince', movi tell stori littl girl that live with resign world where effici work are onli dogmas. everyth will chang when accident she discov her neighbor that will tell her about stori littl princ that he onc met. adventur anim fantasi philosophi utopia airplan adventur dystopia littleboy growingup neighbor motherdaughterrelationship school oldman littlegirl crazi basedonchildren'sbook stori socialdiffer 3d jeffbridg rachelmcadam paulrudd base best-sel book 'the littl prince', movi tell stori littl girl that live with resign world where effici work are onli dogmas. everyth will chang when accident she discov her neighbor that will tell her about stori littl princ that he onc met.",309809
502,The Invasion,"washington, d.c. psychologist carol bennel her colleagu dr. ben driscol are onli two peopl earth who are awar epidem run rampant through city. they discov alien viru aboard crash space shuttl that transform anyon who come into contact with into unfeel drone while they sleep. carol realiz her son hold key stop spread plagu she race find befor too late. sciencefict thriller remak alien escap alieninvas alieninfect sleep doppelgang newsreport textmessag siren contamin nicolekidman danielcraig jeremynortham washington, d.c. psychologist carol bennel her colleagu dr. ben driscol are onli two peopl earth who are awar epidem run rampant through city. they discov alien viru aboard crash space shuttl that transform anyon who come into contact with into unfeel drone while they sleep. carol realiz her son hold key stop spread plagu she race find befor too late.",4858
503,The Adventures of Rocky & Bullwinkle,"rocki bullwinkl have been live off financ made rerun their cartoon show. bori natasha somehow manag crossov into realiti team up with fearless leader, evil crimin turn media mogul with some evil plan up hi sleeve. rocki bullwinkl must stop three them befor they wreak havoc. action adventur anim comedi famili adventur cartoon comedi breakingthefourthwal talkingtothecamera roadmovi celebritycameo renerusso jasonalexand piperperabo rocki bullwinkl have been live off financ made rerun their cartoon show. bori natasha somehow manag crossov into realiti team up with fearless leader, evil crimin turn media mogul with some evil plan up hi sleeve. rocki bullwinkl must stop three them befor they wreak havoc.",17711
504,The Secret Life of Pets,"quiet life terrier name max upend when hi owner take duke, stray whom max instantli dislikes. anim famili pet bunni anthropomorph dog anim apartmentbuild sewer terrier manhattan,newyorkc rodent mongrel louisc.k. ericstonestreet kevinhart quiet life terrier name max upend when hi owner take duke, stray whom max instantli dislikes.",328111
505,The League of Extraordinary Gentlemen,"prevent world war break out, famou charact victorian literatur band togeth do battl against cun villain. fantasi action thriller sciencefict savingtheworld vampir bite men invisibleman captainnemo allanquatermain venezia immort seanconneri petawilson shanewest prevent world war break out, famou charact victorian literatur band togeth do battl against cun villain.",8698
506,Despicable Me 2,gru recruit by anti-villain leagu help deal with power new super criminal. anim comedi famili secretag bakeri fallinginlov fatherdaughterrelationship duringcreditssting firstdat minion 3d stevecarel kristenwiig benjaminbratt gru recruit by anti-villain leagu help deal with power new super criminal.,93456
507,Independence Day,"juli 2, giant alien mothership enter orbit around earth deploy sever dozen saucer-shap 'destroyer' spacecraft that quickli lay wast major citi around planet. juli 3, unit state conduct coordin counterattack that fails. juli 4, plan devis gain access interior alien mothership space, order plant nuclear missile. action adventur sciencefict spacecraft patriot countdown independ invas war ufo extraterrestri spaceship alien battl willsmith billpullman jeffgoldblum juli 2, giant alien mothership enter orbit around earth deploy sever dozen saucer-shap 'destroyer' spacecraft that quickli lay wast major citi around planet. juli 3, unit state conduct coordin counterattack that fails. juli 4, plan devis gain access interior alien mothership space, order plant nuclear missile.",602
508,The Lost World: Jurassic Park,"four year after jurass park' genet bred dinosaur ran amok, multimillionair john hammond shock chao theorist ian malcolm by reveal that hammond been breed more beasti at secret location. malcolm, hi paleontologist ladylov wildlif videograph join expedit document lethal lizards' natur behavior thi action-pack thriller. adventur action sciencefict exoticisland dna paleontolog tyrannosaurusrex velociraptor sandiego dinosaur jurassicpark animalhorror jeffgoldblum juliannemoor petepostlethwait four year after jurass park' genet bred dinosaur ran amok, multimillionair john hammond shock chao theorist ian malcolm by reveal that hammond been breed more beasti at secret location. malcolm, hi paleontologist ladylov wildlif videograph join expedit document lethal lizards' natur behavior thi action-pack thriller.",330
509,Madagascar,"zoo anim leav comfort man-mad habitat for exot adventur thi anim famili film. after escap zoo, four friend -- lion, hippo, zebra giraff -- are sent back africa. when their ship capsizes, strand them madagascar, island popul by crazi critters, pal must adapt jungl life their new role wild animals. famili anim lion hippopotamu giraff penguin zebra benstil chrisrock davidschwimm zoo anim leav comfort man-mad habitat for exot adventur thi anim famili film. after escap zoo, four friend -- lion, hippo, zebra giraff -- are sent back africa. when their ship capsizes, strand them madagascar, island popul by crazi critters, pal must adapt jungl life their new role wild animals.",953
510,Children of Men,"2027, chaotic world which human can no longer procreate, former activist agre help transport miracul pregnant woman sanctuari at sea, where her child' birth may help scientist save futur humankind. drama action thriller sciencefict policest hippi rebel miracl futur dystopia chao age childless faith surviv birth die cliveowen michaelcain juliannemoor 2027, chaotic world which human can no longer procreate, former activist agre help transport miracul pregnant woman sanctuari at sea, where her child' birth may help scientist save futur humankind.",9693
511,X-Men,"two mutants, rogu wolverine, come privat academi for their kind whose resid superhero team, x-men, must oppos terrorist organ with similar powers. adventur action sciencefict mutant marvelcom superhero basedoncomicbook superhuman patrickstewart hughjackman ianmckellen two mutants, rogu wolverine, come privat academi for their kind whose resid superhero team, x-men, must oppos terrorist organ with similar powers.",36657
512,Wanted,"doormat wesley gibson discov that hi recent murder father – who wesley never knew – belong secret guild assassins. after leather-clad sexpot draft wesley into society, he hone hi innat kill skill turn avenger. action thriller crime assassin lossoffath secretsocieti missionofmurd reveng angelinajoli jamesmcavoy morganfreeman doormat wesley gibson discov that hi recent murder father – who wesley never knew – belong secret guild assassins. after leather-clad sexpot draft wesley into society, he hone hi innat kill skill turn avenger.",8909
513,The Rock,"group renegad marin commando seiz stockpil chemic weapon take over alcatraz, with 81 tourist hostages. their leader demand $100 million paid, restitut famili marin who die covert op – he will launch 15 rocket carri deadli vx ga into san francisco bay area. action adventur thriller sanfrancisco fbi gasattack alcatraz hostagesitu fbiagent seanconneri nicolascag edharri group renegad marin commando seiz stockpil chemic weapon take over alcatraz, with 81 tourist hostages. their leader demand $100 million paid, restitut famili marin who die covert op – he will launch 15 rocket carri deadli vx ga into san francisco bay area.",9802
514,Ice Age: The Meltdown,"diego, manni sid return thi sequel hit anim movi ice age. thi time around, deep freez over, ice-cov earth start melt, which will destroy trio' cherish valley. impend disast prompt them reunit warn all other beast about desper situation. anim famili comedi adventur mammoth sloth iceag barrieric icemelt iceberg flood adventur lover delug saber-toothedtig rayromano johnleguizamo denisleari diego, manni sid return thi sequel hit anim movi ice age. thi time around, deep freez over, ice-cov earth start melt, which will destroy trio' cherish valley. impend disast prompt them reunit warn all other beast about desper situation.",950
515,50 First Dates,"henri player skill at seduc women. when thi veterinarian meet lucy, girl with quirki problem when come total recall, he realiz it' possibl fall love all over again…and again, again. that' becaus delight luci no short-term memory, so henri must woo her day after day until he final sweep her off her feet. comedi romanc dejavu amnesia hawaii ladykil romanticcomedi adamsandl drewbarrymor robschneid henri player skill at seduc women. when thi veterinarian meet lucy, girl with quirki problem when come total recall, he realiz it' possibl fall love all over again…and again, again. that' becaus delight luci no short-term memory, so henri must woo her day after day until he final sweep her off her feet.",1824
516,Hairspray,"pleasantli plump teenager, traci turnblad her best friend, penni pingleton audit corni collin show – traci wins. when scheme amber von tussl her mother plot destroy tracy, turn chaos. famili comedi music romanc race dream danc televis tvshow racepolit colour music equal schoolparti perform integr overweightwoman duel basedonstagemus xenophobia basedonfilm 1960 johntravolta michellepfeiff christopherwalken pleasantli plump teenager, traci turnblad her best friend, penni pingleton audit corni collin show – traci wins. when scheme amber von tussl her mother plot destroy tracy, turn chaos.",2976
517,Exorcist: The Beginning,"have live through traumat event dure wwii, father lankest merrin take sabbat church conduct archaeolog excav british-administ east africa. merrin unearth ancient byzantin church believ have been built then immedi buri keep down evil crypt below. nativ are convinc that uncov church unleash demon, begin violent clash with british militari troops. villag rapidli disintegr into chao war, merrin must face-off with demon which taken possess somebodi close him. horror mysteri thriller secret obsess exorc remak priest goodvsevil pagan devil archaeologist demonicpossess relic crisisoffaith archaeologicaldig stellanskarsgård izabellascorupco jamesd'arci have live through traumat event dure wwii, father lankest merrin take sabbat church conduct archaeolog excav british-administ east africa. merrin unearth ancient byzantin church believ have been built then immedi buri keep down evil crypt below. nativ are convinc that uncov church unleash demon, begin violent clash with british militari troops. villag rapidli disintegr into chao war, merrin must face-off with demon which taken possess somebodi close him.",11026
518,Inspector Gadget,"john brown bumbl well-intent secur guard who badli injur explos plan by evil mastermind. he taken laboratory, where brenda, lead robot surgeon, replac hi damag limb with state-of-the-art gadget tools. name ""inspector gadget"" by press, john -- along with hi niece, penny, her trusti dog, brain -- use hi new power discov who wa behind explosion. action adventur comedi famili gadget matthewbroderick ruperteverett joelyfish john brown bumbl well-intent secur guard who badli injur explos plan by evil mastermind. he taken laboratory, where brenda, lead robot surgeon, replac hi damag limb with state-of-the-art gadget tools. name ""inspector gadget"" by press, john -- along with hi niece, penny, her trusti dog, brain -- use hi new power discov who wa behind explosion.",332
519,Now You See Me,fbi agent interpol detect track team illusionist who pull off bank heist dure their perform reward their audienc with money. thriller crime pari bank secret fbi vault magic neworlean investig heist conspiraci money escap newyorkc lasvega explos jesseeisenberg markruffalo woodyharrelson fbi agent interpol detect track team illusionist who pull off bank heist dure their perform reward their audienc with money.,75656
520,Grown Ups,"after their high school basketbal coach pass away, five good friend former teammat reunit for fourth juli holiday weekend. comedi overweight swing foot convert arrow adamsandl salmahayek mariabello after their high school basketbal coach pass away, five good friend former teammat reunit for fourth juli holiday weekend.",38365
521,The Terminal,"viktor navorski man without country; hi plane took off just coup d'etat explod hi homeland, leav shambles, now he' strand at kennedi airport, where he' hold passport that nobodi recognizes. while quarantin transit loung until author can figur out what do with him, viktor simpli goe live – court romanc with beauti flight attendant. comedi drama newyork airport marriagepropos translat craftsman stewardess illegalimmigr languagebarri jfkinternationalairport immigrationlaw fastfoodrestaur securitycamera jazzmusician saxophonist autograph passport easterneurop friendship tomhank catherinezeta-jon stanleytucci viktor navorski man without country; hi plane took off just coup d'etat explod hi homeland, leav shambles, now he' strand at kennedi airport, where he' hold passport that nobodi recognizes. while quarantin transit loung until author can figur out what do with him, viktor simpli goe live – court romanc with beauti flight attendant.",594
522,Hotel for Dogs,"place foster home that doesn't allow pets, 16-year-old andi her younger brother, bruce, turn abandon hotel into home for their dog. soon other stray arrive, hotel becom haven for everi orphan canin town. kid have do some quick think keep cop off their tails. comedi famili adopt puppi pitbul orphan fosterhom animallov beagl duringcreditssting emmarobert jaket.austin doncheadl place foster home that doesn't allow pets, 16-year-old andi her younger brother, bruce, turn abandon hotel into home for their dog. soon other stray arrive, hotel becom haven for everi orphan canin town. kid have do some quick think keep cop off their tails.",15189
523,Vertical Limit,"trap near summit k2, world' second-highest mountain, anni garrett radio base camp for help. brother peter hear annie' messag assembl team save her her group befor they succumb k2' unforgiv elements. but, anni lay injur ici cavern, rescuer face sever terrifi event that could end rescu attempt -- their lives. action adventur thriller himalaya pakistan climb k2 mountain karakoram chriso'donnel robintunney billpaxton trap near summit k2, world' second-highest mountain, anni garrett radio base camp for help. brother peter hear annie' messag assembl team save her her group befor they succumb k2' unforgiv elements. but, anni lay injur ici cavern, rescuer face sever terrifi event that could end rescu attempt -- their lives.",11678
524,Charlie Wilson's War,"true stori texa congressman charli wilson' covert deal afghanistan, where hi effort assist rebel their war with soviet some unforeseen long-reach effects. comedi drama histori washingtond.c. alcohol cia helicopt refugeecamp congress coldwar ladykil rocketlaunch russian munit warinafghanistan dollar tomhank philipseymourhoffman juliarobert true stori texa congressman charli wilson' covert deal afghanistan, where hi effort assist rebel their war with soviet some unforeseen long-reach effects.",6538
525,Shark Tale,"oscar small fish whose big aspir often get into trouble. meanwhile, lenni great white shark with surpris secret that no sea creatur would guess: he' vegetarian. when lie turn oscar into improb hero lenni becom outcast, two form unlik friendship. anim action comedi famili fish hero missionofmurd threattodeath secretlov anim shark womandirector willsmith robertdeniro renéezellweg oscar small fish whose big aspir often get into trouble. meanwhile, lenni great white shark with surpris secret that no sea creatur would guess: he' vegetarian. when lie turn oscar into improb hero lenni becom outcast, two form unlik friendship.",10555
526,Dreamgirls,"three young women – deena jones, effi white lorrel robinson – dream becom pop star they get their wish when they'r chosen backup singer for legendari jame 'thunder' early. drama musicrecord manag blackpeopl adulteri soul showbusi drugaddict oscaraward music deceivedwif recordingcontract backgroundsing motown thesuprem recordproduc singl singer sing detroit alcohol extramaritalaffair musicband jamiefoxx beyoncéknowl eddiemurphi three young women – deena jones, effi white lorrel robinson – dream becom pop star they get their wish when they'r chosen backup singer for legendari jame 'thunder' early.",1125
527,Be Cool,"disench with movi industry, chili palmer tri music industry, meet romanc widow music exec way. comedi crime baseballbat widow recordingcontract recordingstudio russianmafia musicbusi nightclub pawnshop johntravolta umathurman vincevaughn disench with movi industry, chili palmer tri music industry, meet romanc widow music exec way.",4551
528,Munich,"dure 1972 olymp game munich, eleven isra athlet are taken hostag murder by palestinian terrorist group known black september. retaliation, isra govern recruit group mossad agent track down execut those respons for attack. drama action histori thriller pari assassin israel hotelroom 1970 hostag intellig olympicgam munich mossad isra palestinian beirut ailulalaswad plo bombconstructor baader-meinhofgroup olympianvillag reveng ericbana danielcraig ciaránhind dure 1972 olymp game munich, eleven isra athlet are taken hostag murder by palestinian terrorist group known black september. retaliation, isra govern recruit group mossad agent track down execut those respons for attack.",612
529,Tears of the Sun,"navi seal lieuten a.k. water hi elit squadron tactic specialist are forc choos between their duti their humanity, between follow order by ignor conflict that surround them, find courag follow their conscienc protect group innoc refugees. when democrat govern nigeria collaps countri taken over by ruthless militari dictator, waters, fierc loyal harden veteran dispatch routin mission retriev doctor without border physician. action drama war u.s.armi nigeria presid brucewilli monicabellucci colehaus navi seal lieuten a.k. water hi elit squadron tactic specialist are forc choos between their duti their humanity, between follow order by ignor conflict that surround them, find courag follow their conscienc protect group innoc refugees. when democrat govern nigeria collaps countri taken over by ruthless militari dictator, waters, fierc loyal harden veteran dispatch routin mission retriev doctor without border physician.",9567
530,Killers,"when elit assassin marri beauti comput whiz after whirlwind romance, he give up gun settl down with hi new bride. that is, until he learn that someon hi past put contract out hi life. action comedi thriller romanc assassin katherineheigl ashtonkutch tomselleck when elit assassin marri beauti comput whiz after whirlwind romance, he give up gun settl down with hi new bride. that is, until he learn that someon hi past put contract out hi life.",37821
531,The Man from U.N.C.L.E.,"at height cold war, mysteri crimin organ plan use nuclear weapon technolog upset fragil balanc power between unit state soviet union. cia agent napoleon solo kgb agent illya kuryakin are forc put asid their hostil work togeth stop evildo their tracks. duo' onli lead daughter miss german scientist, whom they must find soon prevent global catastrophe. comedi action adventur spi coldwar remak basedontvseri buddycop russianspi americanspi henrycavil armiehamm aliciavikand at height cold war, mysteri crimin organ plan use nuclear weapon technolog upset fragil balanc power between unit state soviet union. cia agent napoleon solo kgb agent illya kuryakin are forc put asid their hostil work togeth stop evildo their tracks. duo' onli lead daughter miss german scientist, whom they must find soon prevent global catastrophe.",203801
532,Spanglish,"mexican immigr singl mother flor moreno find housekeep work with deborah john clasky, well-off coupl with two children their own. when flor admit she can't handl schedul becaus her daughter, cristina, deborah decid they should move into claski home. cultur clash tension run high flor claski struggl share space while rais their children their own, veri different, terms. comedi upperclass mother singlepar parentskidsrelationship wifehusbandrelationship cook milieu illegalimmigr immigr languagebarri family'sdailylif platoniclov deceivedhusband classsocieti hysteria biographi unitedstates–mexicobarri relationshipproblem class languagecours singl motherdaughterrelationship american mexican fatherfigur adamsandl téaleoni pazvega mexican immigr singl mother flor moreno find housekeep work with deborah john clasky, well-off coupl with two children their own. when flor admit she can't handl schedul becaus her daughter, cristina, deborah decid they should move into claski home. cultur clash tension run high flor claski struggl share space while rais their children their own, veri different, terms.",2539
533,Monster House,"monster under bed are scari enough, what happen when entir hous out get you? three teen aim find out when they go up against decrepit neighbor home unlock it frighten secrets. anim comedi famili fantasi monster secret toy children neighbor mission child ryannewman stevebuscemi mitchelmusso monster under bed are scari enough, what happen when entir hous out get you? three teen aim find out when they go up against decrepit neighbor home unlock it frighten secrets.",9297
534,Bandits,two bank robber fall love with girl they'v kidnapped. action comedi crime romanc prison brucewilli billybobthornton cateblanchett two bank robber fall love with girl they'v kidnapped.,3172
535,First Knight,"timeless tale king arthur legend camelot are retold thi passion period drama. arthur reluct hand crown lancelot, guinever torn between her loyalti her husband her grow love for hi rival. lancelot must balanc hi loyalti throne with reward true love. action adventur drama romanc camelot knight kingarthur excalibur knightsoftheroundt seanconneri richardger juliaormond timeless tale king arthur legend camelot are retold thi passion period drama. arthur reluct hand crown lancelot, guinever torn between her loyalti her husband her grow love for hi rival. lancelot must balanc hi loyalti throne with reward true love.",6520
536,Anna and the King,stori romanc between king siam (now thailand) widow british school teacher anna leonowen dure 1860's. anna teach children becom romanc by king. she convinc that man can love by just one woman. drama histori romanc civilwar fathersonrelationship eastindiatradingcompani traitor deathpenalti thailand palac burma daughter royalti teacher battl denunci jodiefost chowyun-fat bail stori romanc between king siam (now thailand) widow british school teacher anna leonowen dure 1860's. anna teach children becom romanc by king. she convinc that man can love by just one woman.,1439
537,Immortals,"theseu mortal man chosen by zeu lead fight against ruthless king hyperion, who rampag across greec obtain weapon that can destroy humanity. fantasi action drama poison armi zeu poseidon spear mickeyrourk kellanlutz isabelluca theseu mortal man chosen by zeu lead fight against ruthless king hyperion, who rampag across greec obtain weapon that can destroy humanity.",37958
538,Hostage,"when mafia account taken hostag hi beat, polic offic – wrack by guilt prior stint negoti – must negoti standoff, even hi own famili held captiv by mob. mysteri drama thriller crime fbi kidnap policeoper homeinvas hostagesitu hostagenegoti brucewilli kevinpollak jimmybennett when mafia account taken hostag hi beat, polic offic – wrack by guilt prior stint negoti – must negoti standoff, even hi own famili held captiv by mob.",2026
539,Titan A.E.,"young man find out that he hold key restor hope ensur surviv for human race, while alien speci call dredg are bent mankind' destruction. anim action sciencefict famili adventur monster galaxi dystopia space alien anim mission mattdamon billpullman drewbarrymor young man find out that he hold key restor hope ensur surviv for human race, while alien speci call dredg are bent mankind' destruction.",7450
540,Hollywood Homicide,"joe gavilan (harrison ford) hi new partner k. c. calden (josh hartnett), are detect beat tinseltown. neither one them realli want cop, gavilan moonlight real estat broker, calden aspir actor moonlight yoga instructor. when two are assign big case they must work out whether they want solv case follow their hearts. action adventur comedi thriller rapmus hitman harrisonford joshhartnett lenaolin joe gavilan (harrison ford) hi new partner k. c. calden (josh hartnett), are detect beat tinseltown. neither one them realli want cop, gavilan moonlight real estat broker, calden aspir actor moonlight yoga instructor. when two are assign big case they must work out whether they want solv case follow their hearts.",11375
541,Soldier,"sergeant todd veteran soldier for elit group arm forces. after be defeat by new breed genet engin soldiers, he dump wast planet left for dead. he soon interact with group crash survivor who lead out peac existence. peac broken new soldier land planet elimin colony, which sergeant todd must defend. action war sciencefict spacemarin dystopia alienplanet geneticengin kurtrussel jasonscottle jasonisaac sergeant todd veteran soldier for elit group arm forces. after be defeat by new breed genet engin soldiers, he dump wast planet left for dead. he soon interact with group crash survivor who lead out peac existence. peac broken new soldier land planet elimin colony, which sergeant todd must defend.",9425
542,Carriers,"four friend flee viral pandem soon learn they are more danger than ani virus.a deadli viru spread across globe. contagion everywhere, no one safe no one can trusted. four young attract peopl race through back road american west pound beat vacat soundtrack. their aim retreat seclud utopian beach gulf mexico, where they could peac wait out pandem surviv apocalypt disease. their plan take grim turn when their car break down isol road start chain event that will seal fate each them inexor horrifi voyag hell through western landscap popul by onli hideou dead twist living. action drama horror sciencefict thriller beach desper infect surviv biohazard diseas trust viru pandem loutaylorpucci chrispin piperperabo four friend flee viral pandem soon learn they are more danger than ani virus.a deadli viru spread across globe. contagion everywhere, no one safe no one can trusted. four young attract peopl race through back road american west pound beat vacat soundtrack. their aim retreat seclud utopian beach gulf mexico, where they could peac wait out pandem surviv apocalypt disease. their plan take grim turn when their car break down isol road start chain event that will seal fate each them inexor horrifi voyag hell through western landscap popul by onli hideou dead twist living.",25769
543,Monkeybone,"after car crash send repress cartoonist stu miley (fraser) into coma, he mischiev monkeybone, hi hilari horni alter-ego, wake up wacked-out waystat for lost souls. when monkeybon take over stu' bodi escap wreak havoc real world, stu find way stop befor hi sister pull plug realiti forever! adventur fantasi anim action comedi parallelworld organdon horninessag aftercreditssting brendanfras bridgetfonda johnturturro after car crash send repress cartoonist stu miley (fraser) into coma, he mischiev monkeybone, hi hilari horni alter-ego, wake up wacked-out waystat for lost souls. when monkeybon take over stu' bodi escap wreak havoc real world, stu find way stop befor hi sister pull plug realiti forever!",23685
544,Flight of the Phoenix,"when amacor oil rig gobi desert mongolia prove unproductive, captain frank town copilot ""a.j."" are sent shut oper down. however, their way beijing, major dust storm forc them ditch their c-119 fli boxcar unchart area desert. action adventur drama thriller robberi water gobidesert disast airplanecrash struggleforsurviv desert dennisquaid tyresegibson giovanniribisi when amacor oil rig gobi desert mongolia prove unproductive, captain frank town copilot ""a.j."" are sent shut oper down. however, their way beijing, major dust storm forc them ditch their c-119 fli boxcar unchart area desert.",11866
545,Unbreakable,"ordinari man make extraordinari discoveri when train accid leav hi fellow passeng dead – unscathed. answer thi mysteri could lie with mysteri elijah price, man who suffer diseas that render hi bone fragil glass. sciencefict thriller drama fathersonrelationship trainaccid comicbook marriagecrisi invulner superhero suspens superpow brucewilli samuell.jackson robinwright ordinari man make extraordinari discoveri when train accid leav hi fellow passeng dead – unscathed. answer thi mysteri could lie with mysteri elijah price, man who suffer diseas that render hi bone fragil glass.",9741
546,Minions,"minion stuart, kevin bob are recruit by scarlet overkill, super-villain who, alongsid her inventor husband herb, hatch plot take over world. famili anim adventur comedi assist aftercreditssting duringcreditssting evilmastermind minion 3d sandrabullock jonhamm michaelkeaton minion stuart, kevin bob are recruit by scarlet overkill, super-villain who, alongsid her inventor husband herb, hatch plot take over world.",211672
547,Sucker Punch,"young girl institution by her abus stepfather. retreat altern realiti cope strategy, she envis plan which will help her escap mental facility. action fantasi thriller brothel fantasi asylum realiti escap robot violenc inmat altern imagin lobotomi emilybrown abbiecornish jenamalon young girl institution by her abus stepfather. retreat altern realiti cope strategy, she envis plan which will help her escap mental facility.",23629
548,Snake Eyes,"all bet are off when corrupt homicid cop rick santoro wit murder dure box match. it' up lifelong friend naval intellig agent kevin dunn uncov conspiraci behind killing. at everi turn, santoro make increasingli shock discoveri that even he can't turn blind eye to. crime mysteri casino politicalactiv boxer missionofmurd boxingmatch suspens policeoffic witnesstomurd nicolascag garysinis johnheard all bet are off when corrupt homicid cop rick santoro wit murder dure box match. it' up lifelong friend naval intellig agent kevin dunn uncov conspiraci behind killing. at everi turn, santoro make increasingli shock discoveri that even he can't turn blind eye to.",8688
549,Sphere,"ossa discov spacecraft thought at least 300 year old at bottom ocean. immedi follow discovery, they decid send team down depth ocean studi space craft.they are best best, smart logical, perfect choic learn more about spacecraft. sciencefict ocean extraterrestrialtechnolog spacemarin paranoia raumschiffabsturz alien psychologist oceanfloor deepsea dustinhoffman sharonston samuell.jackson ossa discov spacecraft thought at least 300 year old at bottom ocean. immedi follow discovery, they decid send team down depth ocean studi space craft.they are best best, smart logical, perfect choic learn more about spacecraft.",10153
550,The Angry Birds Movie,"island popul entir by happy, flightless bird almost entirely. thi paradise, red, bird with temper problem, speedi chuck, volatil bomb have alway been outsiders. when island visit by mysteri green piggies, it’ up these unlik outcast figur out what pig are up to. famili anim island bird pig talkinganim basedonvideogam angermanag 3d jasonsudeiki joshgad dannymcbrid island popul entir by happy, flightless bird almost entirely. thi paradise, red, bird with temper problem, speedi chuck, volatil bomb have alway been outsiders. when island visit by mysteri green piggies, it’ up these unlik outcast figur out what pig are up to.",153518
